City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,Lumeje,6,AO,2022-06-11 14:29:27,24,-11.55,20.7833,79.38,6.35
1,Preobrazheniye,9,RU,2022-06-11 14:29:27,93,42.9019,133.9064,51.48,1.61
2,Mathbaria,92,BD,2022-06-11 14:29:28,85,22.2876,89.9593,83.91,11.12
3,Carnarvon,2,AU,2022-06-11 14:29:28,69,-24.8667,113.6333,70.9,9.64
4,Kupang,100,ID,2022-06-11 14:29:28,72,-10.1667,123.5833,78.01,14.52
5,Atbasar,87,KZ,2022-06-11 14:29:29,45,51.8,68.3333,70.36,10.18
6,San Patricio,5,US,2022-06-11 14:27:14,64,28.017,-97.5169,87.84,13.06
7,Pisco,100,PE,2022-06-11 14:29:29,100,-13.7,-76.2167,60.03,2.3
8,Ribeira Grande,75,PT,2022-06-11 14:29:29,82,38.5167,-28.7,66.6,6.91
9,Kamenka,85,RU,2022-06-11 14:29:30,67,51.3223,42.7678,72.3,7.81
10,Busselton,13,AU,2022-06-11 14:29:30,79,-33.65,115.3333,61.68,8.75
11,Albany,100,US,2022-06-11 14:26:16,65,42.6001,-73.9662,69.42,0.29
12,Quebradillas,86,PR,2022-06-11 14:29:31,79,18.4738,-66.9385,88.23,10.0
13,Vaini,75,TO,2022-06-11 14:26:13,88,-21.2,-175.2,75.36,5.75
14,Punta Arenas,100,CL,2022-06-11 14:26:43,93,-53.15,-70.9167,44.71,5.75
15,Cockburn Town,40,TC,2022-06-11 14:29:31,70,21.4612,-71.1419,84.16,16.11
16,Thompson,20,CA,2022-06-11 14:29:32,54,55.7435,-97.8558,57.36,5.75
17,Yellowknife,75,CA,2022-06-11 14:29:32,77,62.456,-114.3525,59.52,14.97
18,Imbituba,26,BR,2022-06-11 14:29:32,59,-28.24,-48.6703,57.09,8.99
19,Ushuaia,0,AR,2022-06-11 14:29:33,93,-54.8,-68.3,38.86,4.61
20,Mataura,59,NZ,2022-06-11 14:29:33,95,-46.1927,168.8643,33.48,5.08
21,Beyneu,1,KZ,2022-06-11 14:29:33,21,45.3167,55.2,85.46,5.7
22,Bredasdorp,100,ZA,2022-06-11 14:25:29,25,-34.5322,20.0403,76.96,3.58
23,Ca Mau,23,VN,2022-06-11 14:29:34,86,9.1769,105.15,80.19,4.5
24,Udachnyy,100,RU,2022-06-11 14:29:35,64,66.4167,112.4,52.83,12.26
25,Mitsamiouli,42,KM,2022-06-11 14:29:35,72,-11.3847,43.2844,79.7,15.17
26,Bluff,87,NZ,2022-06-11 14:29:35,82,-46.6,168.3333,33.8,11.61
27,Saint-Philippe,81,RE,2022-06-11 14:29:36,76,-21.3585,55.7679,71.19,12.19
28,Mar Del Plata,0,AR,2022-06-11 14:29:36,73,-38.0023,-57.5575,52.09,11.5
29,Havre-Saint-Pierre,20,CA,2022-06-11 14:29:37,88,50.2334,-63.5986,55.76,16.11
30,Homer,20,US,2022-06-11 14:26:35,86,59.6425,-151.5483,51.8,1.99
31,Wahpeton,0,US,2022-06-11 14:29:37,73,46.2652,-96.6059,72.32,12.66
32,Atuona,57,PF,2022-06-11 14:26:48,68,-9.8,-139.0333,77.22,12.59
33,Nikolskoye,33,RU,2022-06-11 14:29:38,43,59.7035,30.7861,75.09,5.75
34,Kungurtug,18,RU,2022-06-11 14:29:38,40,50.5994,97.5228,57.02,3.02
35,Voyvozh,100,RU,2022-06-11 14:29:39,63,62.892,54.9635,49.39,15.59
36,Pandan Niog,16,PH,2022-06-11 14:29:39,71,6.2282,120.5631,83.01,4.81
37,Manoel Urbano,100,BR,2022-06-11 14:29:39,80,-8.8389,-69.2597,68.77,5.5
38,Tautira,47,PF,2022-06-11 14:29:40,78,-17.7333,-149.15,78.19,18.63
39,Cape Town,0,ZA,2022-06-11 14:26:00,40,-33.9258,18.4232,77.11,11.5
40,Imeni Poliny Osipenko,83,RU,2022-06-11 14:29:40,72,52.4201,136.4853,53.38,4.74
41,Vangaindrano,13,MG,2022-06-11 14:29:41,87,-23.35,47.6,68.77,5.68
42,Hobart,100,AU,2022-06-11 14:29:41,85,-42.8794,147.3294,42.26,19.57
43,Ayan,99,RU,2022-06-11 14:29:41,97,56.45,138.1667,42.15,8.88
44,Iqaluit,75,CA,2022-06-11 14:29:42,65,63.7506,-68.5145,46.13,16.11
45,Clyde River,100,CA,2022-06-11 14:29:05,93,70.4692,-68.5914,34.03,12.66
46,Hermanus,100,ZA,2022-06-11 14:29:42,42,-34.4187,19.2345,80.8,8.77
47,Port Alfred,72,ZA,2022-06-11 14:26:28,27,-33.5906,26.891,82.18,1.01
48,Dahod,88,IN,2022-06-11 14:25:42,77,22.8333,74.2667,81.21,13.82
49,Kapoeta,89,SS,2022-06-11 14:30:43,31,4.7717,33.5903,91.27,12.24
50,Tacuati,100,PY,2022-06-11 14:30:43,39,-23.45,-56.5833,57.61,5.79
51,Bethel,40,US,2022-06-11 14:25:56,57,41.3712,-73.414,75.42,4.61
52,Guarapari,81,BR,2022-06-11 14:30:44,70,-20.6667,-40.4975,74.89,12.12
53,Yulara,6,AU,2022-06-11 14:30:44,52,-25.2406,130.9889,46.87,6.6
54,Buraydah,0,SA,2022-06-11 14:30:44,7,26.326,43.975,109.85,7.09
55,Rikitea,40,PF,2022-06-11 14:29:18,81,-23.1203,-134.9692,73.85,15.43
56,Rokytne,99,UA,2022-06-11 14:30:45,80,51.2796,27.214,70.88,4.99
57,Deputatskiy,42,RU,2022-06-11 14:30:46,78,69.3,139.9,46.51,3.58
58,Kumluca,1,TR,2022-06-11 14:30:46,67,36.3703,30.2869,77.52,6.15
59,Kruisfontein,28,ZA,2022-06-11 14:30:46,22,-34.0033,24.7314,78.89,9.98
60,Hithadhoo,15,MV,2022-06-11 14:30:47,72,-0.6,73.0833,83.52,8.84
61,Arraial Do Cabo,100,BR,2022-06-11 14:30:47,88,-22.9661,-42.0278,67.96,9.22
62,Avarua,75,CK,2022-06-11 14:30:48,73,-21.2078,-159.775,75.25,8.05
63,Puerto Ayora,64,EC,2022-06-11 14:28:19,94,-0.7393,-90.3518,73.36,3.0
64,Severo-Kurilsk,91,RU,2022-06-11 14:30:48,85,50.6789,156.125,43.52,10.04
65,Khanino,52,RU,2022-06-11 14:30:48,70,54.211,36.6229,77.11,3.87
66,Taltal,9,CL,2022-06-11 14:30:49,68,-25.4,-70.4833,61.88,5.28
67,Barrow,100,US,2022-06-11 14:30:49,86,71.2906,-156.7887,32.02,11.5
68,Winnemucca,0,US,2022-06-11 14:30:50,39,40.973,-117.7357,64.45,4.61
69,Kudat,20,MY,2022-06-11 14:30:50,78,6.8837,116.8477,82.33,5.01
70,Vestmannaeyjar,40,IS,2022-06-11 14:30:50,82,63.4427,-20.2734,52.79,11.5
71,Hami,0,CN,2022-06-11 14:30:50,8,42.8,93.45,80.15,4.29
72,Ahipara,76,NZ,2022-06-11 14:30:51,88,-35.1667,173.1667,57.42,14.03
73,Kutum,100,SD,2022-06-11 14:30:51,14,14.2,24.6667,95.4,11.81
74,Matara,100,LK,2022-06-11 14:30:52,88,5.9485,80.5353,79.45,9.66
75,Rochegda,20,RU,2022-06-11 14:30:52,44,62.8,43.25,59.79,8.39
76,Lavrentiya,66,RU,2022-06-11 14:29:47,68,65.5833,-171.0,34.27,16.82
77,Beloha,0,MG,2022-06-11 14:30:52,80,-25.1667,45.05,68.72,13.38
78,Saint-Pierre,75,RE,2022-06-11 14:30:53,64,-21.3393,55.4781,71.28,10.36
79,Tasiilaq,1,GL,2022-06-11 14:30:53,69,65.6145,-37.6368,42.96,0.96
80,Hilo,0,US,2022-06-11 14:30:54,88,19.7297,-155.09,73.27,8.05
81,Xanxere,100,BR,2022-06-11 14:30:54,51,-26.8769,-52.4042,46.51,4.43
82,Zhuhai,40,CN,2022-06-11 14:30:55,94,22.2769,113.5678,82.18,4.61
83,Tanggulangin,40,ID,2022-06-11 14:30:55,79,-7.4996,112.6999,84.16,9.22
84,Aripuana,100,BR,2022-06-11 14:30:55,69,-9.1667,-60.6333,74.91,5.32
85,Qaanaaq,100,GL,2022-06-11 14:30:56,78,77.484,-69.3632,29.32,5.75
86,Yerbogachen,3,RU,2022-06-11 14:30:56,63,61.2767,108.0108,47.05,2.68
87,Ancud,100,CL,2022-06-11 14:27:56,77,-41.8697,-73.8203,43.52,5.01
88,Tuktoyaktuk,100,CA,2022-06-11 14:30:57,93,69.4541,-133.0374,35.6,12.66
89,Katete,75,UG,2022-06-11 14:30:57,67,-0.7818,29.7544,70.99,3.83
90,Nuuk,75,GL,2022-06-11 14:30:58,87,64.1835,-51.7216,45.21,13.8
91,Shenjiamen,100,CN,2022-06-11 14:30:58,85,29.9576,122.298,69.19,7.05
92,Krasnoselkup,100,RU,2022-06-11 14:30:58,57,65.7,82.4667,64.94,18.59
93,Pecos,0,US,2022-06-11 14:30:59,39,31.4229,-103.4932,90.3,3.44
94,Hammerfest,40,NO,2022-06-11 14:30:59,62,70.6634,23.6821,54.05,14.97
95,Kodiak,100,US,2022-06-11 14:31:59,82,57.79,-152.4072,53.11,11.5
96,Vanavara,26,RU,2022-06-11 14:32:00,61,60.34,102.2797,51.66,5.55
97,Sheltozero,0,RU,2022-06-11 14:32:00,51,61.3667,35.3667,59.79,3.51
98,Iracoubo,82,GF,2022-06-11 14:32:01,73,5.4802,-53.2011,82.0,7.74
99,Yarada,75,IN,2022-06-11 14:32:01,74,17.65,83.2667,86.32,6.91
100,Constitucion,10,CL,2022-06-11 14:31:02,39,-35.3333,-72.4167,58.08,2.75
101,Kapuskasing,100,CA,2022-06-11 14:27:59,93,49.4169,-82.4331,46.49,5.75
102,Micheweni,68,TZ,2022-06-11 14:32:02,77,-4.9667,39.8333,78.57,18.34
103,Ilulissat,40,GL,2022-06-11 14:32:02,75,69.2167,-51.1,35.62,10.36
104,Petawawa,77,CA,2022-06-11 14:28:42,69,45.9001,-77.3328,63.79,5.28
105,Fortuna Foothills,0,US,2022-06-11 14:32:03,34,32.6578,-114.4119,92.57,9.22
106,Malakal,100,SS,2022-06-11 14:32:04,39,9.5334,31.6605,91.47,6.38
107,Amahai,100,ID,2022-06-11 14:32:04,85,-3.3333,128.9167,78.85,4.0
108,Tucuman,75,AR,2022-06-11 14:32:05,76,-26.8241,-65.2226,55.4,4.61
109,Luderitz,97,NA,2022-06-11 14:32:05,43,-26.6481,15.1594,70.14,10.69
110,Syracuse,1,IT,2022-06-11 14:31:01,63,37.0881,15.2792,83.79,8.39
111,Kourou,69,GF,2022-06-11 14:30:06,69,5.1552,-52.6478,84.25,8.7
112,Fairbanks,0,US,2022-06-11 14:32:06,82,64.8378,-147.7164,48.31,3.44
113,Mount Gambier,100,AU,2022-06-11 14:32:06,77,-37.8333,140.7667,50.56,10.98
114,Beringovskiy,46,RU,2022-06-11 14:32:07,73,63.05,179.3167,37.9,4.56
115,Bac Lieu,77,VN,2022-06-11 14:32:07,82,9.285,105.7244,82.27,8.1
116,Babu,100,CN,2022-06-11 14:32:07,99,24.4167,111.5167,75.13,3.2
117,Kaitangata,79,NZ,2022-06-11 14:32:08,80,-46.2817,169.8464,33.94,5.39
118,Grindavik,75,IS,2022-06-11 14:29:13,66,63.8424,-22.4338,55.35,21.85
119,Wajima,100,JP,2022-06-11 14:32:08,82,37.4,136.9,62.83,14.65
120,Houma,40,US,2022-06-11 14:32:09,82,29.5958,-90.7195,86.0,4.61
121,Butaritari,13,KI,2022-06-11 14:32:09,76,3.0707,172.7902,81.28,10.87
122,Jamestown,91,US,2022-06-11 14:32:10,58,42.097,-79.2353,68.02,4.0
123,Oktyabrskiy,94,RU,2022-06-11 14:32:10,87,54.4815,53.471,61.0,10.25
124,Alofi,58,NU,2022-06-11 14:27:29,100,-19.0595,-169.9187,73.29,4.61
125,Tual,93,ID,2022-06-11 14:32:11,77,-5.6667,132.75,82.15,11.54
126,Moerai,40,PF,2022-06-11 14:32:11,61,-22.4333,-151.3333,74.66,17.9
127,Saurimo,94,AO,2022-06-11 14:32:11,21,-9.6608,20.3916,81.63,2.13
128,Borogontsy,47,RU,2022-06-11 14:32:12,80,62.6683,131.1683,52.45,1.28
129,Dikson,100,RU,2022-06-11 14:32:12,85,73.5069,80.5464,37.67,4.14
130,Saint George,0,US,2022-06-11 14:30:23,21,37.1041,-113.5841,85.78,3.44
131,Bengkulu,100,ID,2022-06-11 14:27:53,89,-3.8004,102.2655,76.21,6.13
132,Provideniya,46,RU,2022-06-11 14:32:12,79,64.3833,-173.3,36.09,2.66
133,Sitka,100,US,2022-06-11 14:32:13,87,57.0531,-135.33,49.89,5.75
134,Bambous Virieux,75,MU,2022-06-11 14:32:13,73,-20.3428,57.7575,73.65,11.5
135,New Norfolk,100,AU,2022-06-11 14:33:14,83,-42.7826,147.0587,40.91,3.0
136,Khirkiya,77,IN,2022-06-11 14:33:17,45,22.1674,76.8605,88.3,4.94
137,Coquimbo,100,CL,2022-06-11 14:33:17,93,-29.9533,-71.3436,49.73,4.61
138,Bud,76,US,2022-06-11 14:33:18,95,39.447,-86.1758,67.68,6.13
139,San Javier,0,ES,2022-06-11 14:33:18,65,37.8063,-0.8374,91.89,9.22
140,Srednekolymsk,65,RU,2022-06-11 14:33:19,74,67.45,153.6833,49.93,3.78
141,Saskylakh,38,RU,2022-06-11 14:33:19,49,71.9167,114.0833,56.66,14.29
142,Hailey,0,US,2022-06-11 14:33:19,66,43.5196,-114.3153,61.81,10.36
143,Aklavik,100,CA,2022-06-11 14:33:20,100,68.2191,-135.0107,33.8,12.66
144,Khandyga,68,RU,2022-06-11 14:33:20,82,62.6667,135.6,49.78,4.27
145,Flin Flon,100,CA,2022-06-11 14:33:21,62,54.7682,-101.865,55.24,8.05
146,Kavaratti,79,IN,2022-06-11 14:33:21,78,10.5669,72.642,83.52,17.09
147,Havelock,75,US,2022-06-11 14:33:21,60,34.8791,-76.9013,82.38,5.75
148,Los Llanos De Aridane,20,ES,2022-06-11 14:33:22,83,28.6585,-17.9182,73.13,17.27
149,Russell,40,US,2022-06-11 14:33:22,69,32.3502,-85.1999,81.01,0.0
150,Leningradskiy,98,RU,2022-06-11 14:29:17,80,69.3833,178.4167,32.04,12.33
151,Chuy,58,UY,2022-06-11 14:33:23,61,-33.6971,-53.4616,51.08,17.87
152,Komsomolskiy,100,UZ,2022-06-11 14:33:23,25,40.4272,71.7189,90.32,6.91
153,Pevek,81,RU,2022-06-11 14:33:24,62,69.7008,170.3133,35.73,6.46
154,Deniliquin,57,AU,2022-06-11 14:33:24,73,-35.5333,144.9667,47.82,10.76
155,Carmen,20,MX,2022-06-11 14:33:24,78,18.6333,-91.8333,80.64,14.97
156,Nanjing,48,CN,2022-06-11 14:32:43,68,32.0617,118.7778,75.11,9.04
157,Kapaa,75,US,2022-06-11 14:33:25,91,22.0752,-159.319,71.92,13.8
158,Georgetown,40,MY,2022-06-11 14:29:48,93,5.4112,100.3354,78.75,4.61
159,La Palma,75,US,2022-06-11 14:33:25,88,33.8464,-118.0467,76.51,3.44
160,Khatanga,31,RU,2022-06-11 14:33:26,51,71.9667,102.5,51.71,7.61
161,Klaksvik,74,FO,2022-06-11 14:33:26,98,62.2266,-6.589,56.32,13.73
162,Correia Pinto,83,BR,2022-06-11 14:33:27,46,-27.5847,-50.3611,46.0,5.79
163,Datong,100,CN,2022-06-11 14:33:27,70,40.0936,113.2914,61.41,9.04
164,Mweka,0,CD,2022-06-11 14:33:27,28,-4.85,21.5667,89.91,1.7
165,Airai,83,TL,2022-06-11 14:33:28,84,-8.9266,125.4092,56.17,3.38
166,Longyearbyen,75,SJ,2022-06-11 14:33:28,81,78.2186,15.6401,39.04,9.22
167,Blyth,20,GB,2022-06-11 14:33:29,53,55.1271,-1.5086,66.34,18.41
168,Moranbah,87,AU,2022-06-11 14:33:29,62,-22.0016,148.0466,49.98,7.14
169,Banepa,40,NP,2022-06-11 14:33:29,78,27.6298,85.5214,75.52,5.75
170,Mahebourg,75,MU,2022-06-11 14:33:30,73,-20.4081,57.7,73.69,11.5
171,Najran,4,SA,2022-06-11 14:33:30,7,17.4924,44.1277,101.05,13.38
172,Eslov,37,SE,2022-06-11 14:33:31,82,55.8393,13.3039,71.62,12.88
173,Nioro,96,GM,2022-06-11 14:33:32,37,13.35,-15.75,95.81,9.51
174,Faanui,32,PF,2022-06-11 14:33:32,77,-16.4833,-151.75,79.57,18.41
175,Simao,100,CN,2022-06-11 14:33:33,99,22.7886,100.9748,66.06,2.77
176,Hualmay,46,PE,2022-06-11 14:33:33,75,-11.0964,-77.6139,66.31,9.08
177,Souillac,75,MU,2022-06-11 14:33:33,73,-20.5167,57.5167,73.78,11.5
178,Pangnirtung,100,CA,2022-06-11 14:33:34,87,66.1451,-65.7125,37.4,8.05
179,Broome,0,US,2022-06-11 14:29:14,65,42.2506,-75.833,68.36,5.75
180,Ust-Ishim,64,RU,2022-06-11 14:33:34,94,57.6935,71.1665,59.0,6.67
181,Pacific Grove,0,US,2022-06-11 14:33:31,89,36.6177,-121.9166,69.39,4.0
182,Isangel,67,VU,2022-06-11 14:34:35,87,-19.55,169.2667,76.62,4.81
183,Asau,95,RO,2022-06-11 14:34:35,68,46.4333,26.4,71.96,3.96
184,Talara,100,PE,2022-06-11 14:34:35,82,-4.5772,-81.2719,66.96,17.27
185,Jibuti,59,DJ,2022-06-11 14:34:36,29,11.5,42.5,93.13,11.07
186,Barahona,20,DO,2022-06-11 14:34:36,74,18.2085,-71.1008,84.02,6.91
187,Bilma,22,NE,2022-06-11 14:34:38,10,18.6853,12.9164,107.6,4.85
188,Bichena,100,ET,2022-06-11 14:34:38,19,10.45,38.2,75.36,12.97
189,Maun,0,BW,2022-06-11 14:34:39,29,-19.9833,23.4167,75.16,4.61
190,Loanda,0,AO,2022-06-11 14:34:39,78,-8.8368,13.2343,77.0,13.8
191,Vardo,20,NO,2022-06-11 14:34:39,81,70.3705,31.1107,48.18,2.3
192,Zenzeli,6,RU,2022-06-11 14:34:40,22,45.9241,47.0474,86.74,14.47
193,Salym,89,RU,2022-06-11 14:34:40,92,60.0625,71.4789,60.55,3.02
194,Barcelos,33,PT,2022-06-11 14:34:40,47,41.5388,-8.6151,93.92,10.09
195,Piopio,100,NZ,2022-06-11 14:34:41,99,-38.4667,175.0167,54.09,3.4
196,Port Elizabeth,0,ZA,2022-06-11 14:34:42,26,-33.918,25.5701,81.1,9.22
197,Bonanza,93,NI,2022-06-11 14:34:42,95,14.0289,-84.591,74.53,3.44
198,Sangmelima,73,CM,2022-06-11 14:34:43,64,2.9333,11.9833,79.07,0.81
199,Gorom-Gorom,75,BF,2022-06-11 14:34:43,23,14.4439,-0.2361,100.99,11.27
200,Kununurra,37,AU,2022-06-11 14:34:44,36,-15.7667,128.7333,64.38,5.75
201,Upernavik,12,GL,2022-06-11 14:34:44,80,72.7868,-56.1549,27.57,10.51
202,Fukue,42,JP,2022-06-11 14:34:44,77,32.6881,128.8419,70.36,17.18
203,Maralal,70,KE,2022-06-11 14:34:45,54,1.0968,36.698,67.98,6.31
204,Cidreira,4,BR,2022-06-11 14:34:45,59,-30.1811,-50.2056,49.8,20.45
205,Turukhansk,99,RU,2022-06-11 14:34:46,43,65.8167,87.9833,65.35,13.6
206,Floro,100,NO,2022-06-11 14:34:46,67,61.5996,5.0328,63.23,26.46
207,Mindelo,20,CV,2022-06-11 14:34:47,57,16.8901,-24.9804,80.15,17.27
208,Pflugerville,0,US,2022-06-11 14:31:53,64,30.4394,-97.62,89.2,12.66
209,Faya,39,SA,2022-06-11 14:34:47,31,18.3851,42.4509,87.91,10.85
210,Novyy Urengoy,100,RU,2022-06-11 14:34:47,65,66.0833,76.6333,66.16,7.67
211,Torbay,75,CA,2022-06-11 14:30:27,68,47.6666,-52.7314,68.77,16.11
212,Pokaran,0,IN,2022-06-11 14:34:48,21,26.9167,71.9167,97.99,12.93
213,Sola,92,VU,2022-06-11 14:34:48,75,-13.8833,167.55,80.74,5.73
214,Caravelas,89,BR,2022-06-11 14:34:49,75,-17.7125,-39.2481,77.07,7.25
215,Kifri,0,IQ,2022-06-11 14:34:49,11,34.6959,44.9661,101.39,14.12
216,Castro,100,BR,2022-06-11 14:34:49,44,-24.7911,-50.0119,54.05,4.29
217,Pangkalanbuun,89,ID,2022-06-11 14:34:50,97,-2.6833,111.6167,74.32,0.51
218,Mehamn,100,NO,2022-06-11 14:34:50,70,71.0357,27.8492,48.11,11.14
219,Ponta Do Sol,0,PT,2022-06-11 14:34:51,73,32.6667,-17.1,80.71,0.98
220,Waipawa,0,NZ,2022-06-11 14:34:51,73,-41.4122,175.5153,49.71,18.03
221,Samarai,69,PG,2022-06-11 14:34:52,81,-10.6167,150.6667,79.99,4.5
222,Safranbolu,100,TR,2022-06-11 14:34:52,97,41.2508,32.6942,62.11,9.53
223,Aksu,56,CN,2022-06-11 14:34:52,24,41.1231,80.2644,81.54,12.82
224,Ulladulla,2,AU,2022-06-11 14:34:53,56,-35.35,150.4667,52.7,14.54
225,Yantal,69,RU,2022-06-11 14:34:53,53,56.8471,105.2542,58.01,1.88
226,Makakilo City,0,US,2022-06-11 14:34:54,71,21.3469,-158.0858,74.19,10.36
227,Sidi Ali,0,DZ,2022-06-11 14:34:54,31,36.0998,0.4206,86.05,17.22
228,Andenes,100,NO,2022-06-11 14:34:54,87,69.3143,16.1194,48.18,3.44
229,Gazanjyk,98,TM,2022-06-11 14:35:55,29,39.2446,55.5154,86.18,6.2
230,Koslan,94,RU,2022-06-11 14:35:55,36,63.4564,48.8989,57.69,10.16
231,Viedma,20,AR,2022-06-11 14:35:55,29,-40.8135,-62.9967,54.09,12.75
232,Sao Filipe,8,CV,2022-06-11 14:35:56,76,14.8961,-24.4956,75.31,4.92
233,Raudeberg,100,NO,2022-06-11 14:35:56,79,61.9875,5.1352,59.67,26.26
234,Cabedelo,57,BR,2022-06-11 14:33:02,73,-6.9811,-34.8339,75.87,4.12
235,Batagay-Alyta,92,RU,2022-06-11 14:35:57,50,67.8006,130.4114,49.87,0.85
236,College,75,US,2022-06-11 14:35:57,81,64.8569,-147.8028,48.29,3.44
237,San Cristobal,99,VE,2022-06-11 14:35:58,52,7.7669,-72.225,73.58,7.27
238,Baykit,97,RU,2022-06-11 14:32:17,51,61.67,96.37,59.58,7.0
239,Susanville,0,US,2022-06-11 14:35:58,36,40.4163,-120.653,70.12,5.01
240,Santa Cruz,75,BO,2022-06-11 14:35:12,63,-17.8,-63.1667,62.65,27.63
241,Narsaq,100,GL,2022-06-11 14:35:59,57,60.9167,-46.05,55.62,6.44
242,Bougouni,14,ML,2022-06-11 14:35:59,18,11.417,-7.479,103.78,4.74
243,Nanortalik,100,GL,2022-06-11 14:35:59,69,60.1432,-45.2371,43.9,8.9
244,Santiago Del Estero,48,AR,2022-06-11 14:31:30,24,-27.7951,-64.2615,60.91,8.1
245,Inta,99,RU,2022-06-11 14:36:00,65,66.0317,60.1659,52.92,21.68
246,Thinadhoo,75,MV,2022-06-11 14:36:01,73,0.5333,72.9333,83.59,8.03
247,Norden,1,DE,2022-06-11 14:36:01,71,53.6,7.2,71.15,13.31
248,Ambovombe,20,MG,2022-06-11 14:36:02,79,-25.1667,46.0833,69.75,17.36
249,Turayf,0,SA,2022-06-11 14:36:02,12,31.6725,38.6637,98.85,16.11
250,East London,0,ZA,2022-06-11 14:36:02,53,-33.0153,27.9116,76.14,3.44
251,Shaunavon,98,CA,2022-06-11 14:36:03,57,49.6501,-108.4181,58.78,8.25
252,Dwarka,95,IN,2022-06-11 14:34:32,73,22.2394,68.9678,84.99,14.2
253,Santiago,0,CL,2022-06-11 14:33:56,44,-33.4569,-70.6483,75.29,4.61
254,Barcelona,0,ES,2022-06-11 14:36:04,51,41.3888,2.159,97.2,13.8
255,San Carlos,55,VE,2022-06-11 14:36:04,64,9.6612,-68.5827,86.13,3.47
256,Tiksi,85,RU,2022-06-11 14:31:28,76,71.6872,128.8694,37.72,7.25
257,Pathri,46,IN,2022-06-11 14:36:05,71,19.25,76.45,81.07,16.98
258,Pale,75,BA,2022-06-11 14:36:05,73,43.8161,18.5694,64.15,6.91
259,Upata,73,VE,2022-06-11 14:36:05,58,8.0086,-62.3989,84.65,8.5
260,Ixtapa,75,MX,2022-06-11 14:35:17,94,20.7,-105.2,80.22,3.44
261,Manado,40,ID,2022-06-11 14:36:06,94,1.487,124.8455,75.97,3.44
262,Saldanha,100,ZA,2022-06-11 14:36:06,52,-33.0117,17.9442,80.65,12.97
263,Grand Gaube,72,MU,2022-06-11 14:36:07,80,-20.0064,57.6608,73.8,5.01
264,Saltillo,0,MX,2022-06-11 14:35:10,52,25.4167,-101.0,79.29,9.22
265,Baturaja,100,ID,2022-06-11 14:36:07,98,-4.1333,104.1667,73.53,2.24
266,Northam,8,GB,2022-06-11 14:36:08,75,51.0333,-4.2167,63.66,18.07
267,Rio Gallegos,100,AR,2022-06-11 14:36:08,70,-51.6226,-69.2181,44.65,5.75
268,Vilhena,40,BR,2022-06-11 14:34:34,82,-12.7406,-60.1458,64.62,16.11
269,Luganville,92,VU,2022-06-11 14:36:09,88,-15.5333,167.1667,76.71,3.76
270,Veraval,89,IN,2022-06-11 14:36:10,79,20.9,70.3667,83.16,13.78
271,Maltahohe,9,NA,2022-06-11 14:36:12,16,-24.8333,16.9833,73.27,15.48
272,Bereda,77,ES,2022-06-11 14:36:12,86,43.2686,-7.5406,69.42,7.61
273,Port Lincoln,7,AU,2022-06-11 14:36:12,75,-34.7333,135.8667,53.17,7.02
274,Melfi,68,IT,2022-06-11 14:37:14,59,40.9965,15.6514,75.76,18.52
275,Nicoya,72,CR,2022-06-11 14:37:14,78,10.1483,-85.452,81.59,3.58
276,Mikkeli,0,FI,2022-06-11 14:37:15,46,61.6886,27.2723,73.51,8.05
277,Yar-Sale,59,RU,2022-06-11 14:37:15,72,66.8333,70.8333,63.61,2.59
278,Vila Velha,75,BR,2022-06-11 14:34:23,73,-20.3297,-40.2925,78.75,15.01
279,Tarrega,3,ES,2022-06-11 14:37:15,18,41.647,1.1396,95.59,10.69
280,Acurenam,52,GQ,2022-06-11 14:37:16,68,1.0322,10.6488,79.23,1.36
281,Rocha,100,UY,2022-06-11 14:37:16,69,-34.4833,-54.3333,50.16,17.52
